[11.20.22|16,26,31] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,32] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,33] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,35] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,36] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,37] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,38] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,40] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,41] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,42] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,43] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,45] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,46] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,47] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,49] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,50] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,51] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,52] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,54] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,55] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,56] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,57] 	mean_loss, 1.0986127853393555
[11.20.22|16,26,59] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,00] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,01] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,03] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,04] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,05] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,06] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,08] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,09] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,10] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,12] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,13] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,14] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,15] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,17] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,18] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,19] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,20] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,22] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,23] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,24] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,26] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,27] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,28] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,29] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,31] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,32] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,33] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,35] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,36] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,37] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,38] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,40] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,41] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,42] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,43] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,45] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,46] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,47] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,49] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,50] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,51] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,52] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,54] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,55] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,56] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,57] 	mean_loss, 1.0986127853393555
[11.20.22|16,27,59] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,00] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,01] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,03] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,04] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,05] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,06] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,08] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,09] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,10] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,11] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,13] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,14] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,15] 	mean_loss, 1.0986127853393555
[11.20.22|16,28,17] 	mean_loss, 1.0986127853393555
